,Name,Description,Designation,Latitude,Longitude,States,Type,Free,Cost
,Timpanogos Cave National Monument,"Located in American Fork Canyon in Utah’s Wasatch Range, Timpanogos Cave National Monument protects a dramatic system of three connected limestone caves. The caverns are renowned for ornate formations—stalactites, stalagmites, frostwork, cave pearls, and shimmering flowstone. Above ground, rugged canyon walls rise above pine and aState Parken forests and alpine meadows, offering scenic drives and numerous hiking trails. The area features guided cave tours and backcountry routes to enjoy the canyon’s scenery and wildlife. Inside the caves, bats inhabit the passages, while the surrounding canyon hosts a variety of small mammals, birds, and other wildlife.",National Monument,40.4403972,-111.70939,UT,National,TRUE,0
,Timucuan Ecological & Historic Preserve,"This coastal preserve lies along the northeast Florida coast near Jacksonville, encompassing salt marshes, tidal creeks, maritime forests, and barrier island habitats. Within it lie Fort Caroline National Memorial and Kingsley Plantation, along with miles of backcountry trails and paddling routes through marshes and hardwood hammocks. Wildlife includes American alligators, bottlenose dolphins, manatees, wood storks, and oState Parkreys.",National Preserve,30.4725189,-81.499501,FL,National,TRUE,0
,Tonto National Monument,"Tonto National Monument preserves two cliff dwellings perched high along canyon walls in central Arizona, built by the Salado people during ancient times. The park offers short, accessible trails to overlooks with sweeping views of desert scrub, riparian canyons, and rugged limestone cliffs. Wildlife includes mule deer, javelina, coyotes, lizards, and a variety of birds.",National Monument,33.6484295,-111.11356,AZ,National,FALSE,10
,Touro Synagogue National Historic Site,"This historic site in Newport, Rhode Island preserves the nation’s oldest surviving synagogue, completed in 1763 as a center of the area’s Sephardic Jewish community. The sanctuary’s simple 18th‑century design and commemorative inscriptions reflect early American religious liberty, and guided tours interpret the building’s architecture and the community’s history. The site sits in Newport’s historic waterfront district, linking visitors with the broader story of faith, tolerance, and the founding years of the United States.",National Historic Site,41.4893,-71.3121,RI,National,TRUE,0
,Trail Of Tears National Trail,"This historic corridor traces the Cherokee removal route across Georgia, Tennessee, North Carolina, Alabama, Kentucky, and Oklahoma. It preserves historic sites such as New Echota and a network of markers and interpretive centers along river valleys, rolling hills, and open plains that tell the Cherokee people’s forced migration in 1838–39, with driving routes and short backcountry trails for reflection.",National Trail,36.0530021,-89.676104,"AL,AR,GA,IL,KY,MO,NC,OK,TN",National,TRUE,0
,Tule Lake National Monument,"Set in the stark high desert of far northern California, Tule Lake National Monument preserves the Tule Lake Segregation Center, a landmark of World War II Japanese American incarceration. The monument interprets the wartime relocation through preserved foundations, markers, and interpretive trails that tell the story of civil liberties and resilience. The surrounding sagebrush, alkali flats, and wetlands around Tule Lake support migratory birds and other desert wildlife.",National Monument,41.887279,-121.37448,CA,National,TRUE,0
,Tule State Parkrings Fossil Beds National Monument,"This desert region just north of Las Vegas preserves one of North America's most significant Ice Age fossil beds. Exposed sediments reveal mammoths, ancient camels, horses, bison, and other late Pleistocene mammals, offering a window into the prehistoric Mojave Desert.",National Monument,36.3893217,-115.32022,NV,National,TRUE,0
,Tumacacori National Historical Park,"Tumacacori National Historical Park sits along the Santa Cruz River in southern Arizona, preserving three State Parkanish colonial missions from the 17th to 19th centuries. The landscape features Sonoran Desert scrub with riparian habitats and scenic river valleys surrounding adobe ruins. Wildlife includes mule deer, javelina, coyotes, and a variety of birds of prey and songbirds.",National Historical Park,31.567824,-111.05122,AZ,National,FALSE,10
,Tupelo National Military Park,"This battlefield preserves the site of the 1864 Battle of Tupelo, fought near the city of Tupelo, Mississippi. Rolling farmland and woodlands surround the landscape, where earthworks, trenches, and monuments mark the action and interpretive trails help visitors understand the battle. Wildlife includes white-tailed deer, wild turkeys, and a variety of songbirds.",National Military Park,34.2555771,-88.737086,MS,National,TRUE,0
,Tuskegee Airmen National Historic Site,"This national historic site preserves the legacy of the Tuskegee Airmen in central Alabama. Moton Field, the primary training airfield, and the nearby Tuskegee University campus contain preserved hangars, runways, barracks, and memorials that tell the story of the first African American military pilots who trained there during World War II. The site highlights their service, their struggle for civil rights, and their enduring impact on aviation and American history.",National Historic Site,32.4553867,-85.679833,AL,National,TRUE,0
,Tuskegee Institute National Historic Site,"This site preserves the campus of Tuskegee University in central Alabama, founded by Booker T. Washington in 1881 as a model of practical, self-help education for African Americans. The historic district centers on brick academic buildings and the iconic Administration Building, with the George Washington Carver Museum interpreting the school’s traditions of science, agriculture, and leadership, set among shaded quads and pine–oak woodlands. Visitors can explore self-guided campus walks and museum exhibitions that celebrate Tuskegee’s enduring educational legacy.",National Historic Site,32.4296212,-85.704885,AL,National,TRUE,0
,Tuzigoot National Monument,"Perched on a limestone hill above the Verde Valley, Tuzigoot National Monument preserves the well-preserved Sinagua pueblo that flourished from about AD 1100 to 1400. The surrounding desert landscape features riparian cottonwoods along the Verde River, pinyon-juniper on the mesas, and expansive views across red rock canyons. Wildlife includes mule deer, coyotes, and a variety of desert birds; the site offers a short self-guided trail to the ruins and interpretive exhibits in the visitor center.",National Monument,34.7729638,-112.02791,AZ,National,FALSE,10
,Ulysses S Grant National Historic Site,"Located in St. Louis, Missouri, this historic site preserves White Haven, Ulysses S. Grant's boyhood home, and the surrounding 19th-century farm landscape. Visitors can tour the house and outbuildings, view artifacts from Grant's early life, and learn about his Civil War career and presidency.",National Historic Site,38.5518237,-90.351693,MO,National,TRUE,0
,Upper Delaware Scenic & Recreational National River,"This long stretch of the Delaware River on the New York–Pennsylvania border preserves dramatic limestone bluffs, forested valleys, and historic river towns. The river offers paddling, fishing, and backcountry hiking, and wildlife includes bald eagles, river otters, beavers, and white-tailed deer, while the landscape preserves Lenape heritage and the region's early industrial past along the water.",National River,41.6617258,-75.038616,"NY,PA",National,TRUE,0
